Tool,feature,shift_z,operation,n,abs_shift_z
M,330X601,0.04459832305324176,330,128,0.04459832305324176
N,330X102,-0.044592252161201475,330,266,0.044592252161201475
J,520X325,0.04457154254935986,520,142,0.04457154254935986
M,520X393,0.044570482667302916,520,128,0.044570482667302916
M,330X335,-0.04456438533325441,330,128,0.04456438533325441
M,210X190,0.04452466323510148,210,128,0.04452466323510148
L,312X720,0.044497267718235776,312,178,0.044497267718235776
N,420X210,0.04447785162466869,420,266,0.04447785162466869
M,312X644,-0.044475950317917255,312,128,0.044475950317917255
J,312X141,0.044452082807748254,312,142,0.044452082807748254
M,312X702,-0.044450718635942146,312,128,0.044450718635942146
N,210X84,0.04444147019315174,210,266,0.04444147019315174
J,312X239,0.04442875748290871,312,142,0.04442875748290871
M,311X209,0.04442594129587501,311,128,0.04442594129587501
M,312X163,-0.0443597488131253,312,128,0.0443597488131253
N,344X185,-0.044347238883166114,344,266,0.044347238883166114
N,312X22,-0.04432301384087553,312,266,0.04432301384087553
L,340X67,-0.044317327071212484,340,178,0.044317327071212484
J,400X133,-0.044294257065113196,400,142,0.044294257065113196
L,311X117,0.044293598745962205,311,178,0.044293598745962205
N,312X41,-0.04428837832824013,312,266,0.04428837832824013
O,344X222,0.04428073928150183,344,86,0.04428073928150183
N,312X779,0.044264948458245815,312,266,0.044264948458245815
O,310X130,0.04424580083094295,310,86,0.04424580083094295
N,330X707,-0.044243352191831176,330,266,0.044243352191831176
O,520X406,0.04422973963943996,520,86,0.04422973963943996
N,340X5,0.04420886618467074,340,266,0.04420886618467074
L,520X296,-0.0442023534771923,520,178,0.0442023534771923
L,312X476,-0.044167075435943566,312,178,0.044167075435943566
L,340X48,0.044113207261887805,340,178,0.044113207261887805
L,312X519,0.04410152092613429,312,178,0.04410152092613429
O,520X8,-0.044095094973317595,520,86,0.044095094973317595
L,344X186,0.04405828429952892,344,178,0.04405828429952892
L,310X175,0.04405044171123874,310,178,0.04405044171123874
L,400X200,0.04404796914626873,400,178,0.04404796914626873
L,312X22,0.04404397353249916,312,178,0.04404397353249916
N,750X1278,0.04401251327774014,750,266,0.04401251327774014
M,312X216,0.04397675456841779,312,128,0.04397675456841779
O,400X93,0.04396504081027918,400,86,0.04396504081027918
L,360X370,0.04394500742021008,360,178,0.04394500742021008
N,420X208,0.04393870433316212,420,266,0.04393870433316212
L,312X712,0.04393512530147884,312,178,0.04393512530147884
J,340X173,-0.043905254976414294,340,142,0.043905254976414294
N,330X452,-0.04390166314919162,330,266,0.04390166314919162
N,310X37,0.04389759056043703,310,266,0.04389759056043703
L,311X136,-0.04387975948604006,311,178,0.04387975948604006
L,312X162,-0.04387401309138522,312,178,0.04387401309138522
M,311X91,0.04385718567936076,311,128,0.04385718567936076
M,311X197,-0.04385629144487541,311,128,0.04385629144487541
M,330X592,0.04383556819222513,330,128,0.04383556819222513
N,312X118,-0.04383154817068796,312,266,0.04383154817068796
L,340X47,0.0438275135670354,340,178,0.0438275135670354
J,311X18,-0.043821734975363305,311,142,0.043821734975363305
N,310X36,0.04377328120882215,310,266,0.04377328120882215
N,310X38,0.04376399219147198,310,266,0.04376399219147198
O,311X61,0.04374338834368593,311,86,0.04374338834368593
M,344X185,0.043735905232237145,344,128,0.043735905232237145
O,330X633,0.043726872535182475,330,86,0.043726872535182475
L,400X211,-0.04371840332783068,400,178,0.04371840332783068
N,312X255,-0.04370867555780721,312,266,0.04370867555780721
N,344X62,0.04370120467617986,344,266,0.04370120467617986
N,344X64,0.043699028770667545,344,266,0.043699028770667545
N,312X159,0.043694048985457104,312,266,0.043694048985457104
M,312X681,0.043693591632891625,312,128,0.043693591632891625
N,330X701,-0.043677902817631474,330,266,0.043677902817631474
N,312X162,-0.04362814186214607,312,266,0.04362814186214607
N,310X200,0.04361964137720886,310,266,0.04361964137720886
N,330X144,0.04359629638678099,330,266,0.04359629638678099
O,400X78,-0.043582034112525744,400,86,0.043582034112525744
N,312X582,0.04356672553260114,312,266,0.04356672553260114
N,312X785,0.04356523187125915,312,266,0.04356523187125915
L,210X33,0.04354105512165669,210,178,0.04354105512165669
L,311X113,0.04354030773868772,311,178,0.04354030773868772
J,340X20,-0.043535136650093294,340,142,0.043535136650093294
L,220X20,0.043528874489854756,220,178,0.043528874489854756
N,520X48,-0.04352803697644131,520,266,0.04352803697644131
O,344X151,-0.043518482759126474,344,86,0.043518482759126474
N,360X1,0.04351028963483964,360,266,0.04351028963483964
M,344X173,0.04349122655197207,344,128,0.04349122655197207
M,ERROR:#N/A_10,0.043491226551971435,UNKNOWN,128,0.043491226551971435
M,344X49,0.04349122655160947,344,128,0.04349122655160947
N,330X699,0.043485597609543465,330,266,0.043485597609543465
L,344X65,0.04346929976419843,344,178,0.04346929976419843
L,420X145,-0.04346507795425417,420,178,0.04346507795425417
L,330X142,-0.0434462945993919,330,178,0.0434462945993919
N,344X208,0.04342609840733736,344,266,0.04342609840733736
L,520X239,0.04338565813358147,520,178,0.04338565813358147
M,312X187,-0.043340907671716535,312,128,0.043340907671716535
N,400X153,0.0433285295825988,400,266,0.0433285295825988
N,420X145,0.0433271527492044,420,266,0.0433271527492044
J,210X126,-0.043322380973153815,210,142,0.043322380973153815
L,340X185,0.04330363853363549,340,178,0.04330363853363549
N,330X704,-0.043301617777036276,330,266,0.043301617777036276
O,360X185,-0.043295764803013816,360,86,0.043295764803013816
J,400X93,-0.043267101153620986,400,142,0.043267101153620986
M,420X154,-0.04326690326314424,420,128,0.04326690326314424
N,344X113,0.043234200868756255,344,266,0.043234200868756255
L,312X779,-0.043227552260657456,312,178,0.043227552260657456
N,312X209,-0.043214186459392304,312,266,0.043214186459392304
N,312X172,0.043214186459392304,312,266,0.043214186459392304
N,360X1083,-0.0432048006584739,360,266,0.0432048006584739
L,750X1105,0.043160479017913415,750,178,0.043160479017913415
O,311X63,0.043077682036291115,311,86,0.043077682036291115
M,220X194,0.043071231774297974,220,128,0.043071231774297974
M,312X119,0.04306074542237753,312,128,0.04306074542237753
J,750X141,-0.0430396650640481,750,142,0.0430396650640481
L,400X205,-0.043030026452659215,400,178,0.043030026452659215
J,210X23,0.04300196072698257,210,142,0.04300196072698257
N,330X11,-0.04299638201576533,330,266,0.04299638201576533
M,311X200,0.04296770866919557,311,128,0.04296770866919557
N,311X193,-0.042957718843188046,311,266,0.042957718843188046
M,330X798,0.042947501145211266,330,128,0.042947501145211266
N,312X265,-0.04293859346898219,312,266,0.04293859346898219
N,750X1094,-0.04293458786150931,750,266,0.04293458786150931
L,310X172,0.042923708276929366,310,178,0.042923708276929366
M,360X595,-0.04292050356910039,360,128,0.04292050356910039
J,400X202,-0.042912925624980613,400,142,0.042912925624980613
O,400X96,0.04290415107024308,400,86,0.04290415107024308
L,310X207,-0.04289567646297206,310,178,0.04289567646297206
L,420X194,-0.042859406470149075,420,178,0.042859406470149075
L,440AX65,0.04285333805107548,UNKNOWN,178,0.04285333805107548
J,311X152,0.042844513271705166,311,142,0.042844513271705166
M,400X122,-0.04284241181672701,400,128,0.04284241181672701
N,750X1212,-0.04283726138212304,750,266,0.04283726138212304
M,344X43,-0.042809080937429224,344,128,0.042809080937429224
O,330X714,0.04277866543257971,330,86,0.04277866543257971
J,520X252,0.04275732363184091,520,142,0.04275732363184091
M,312X426,-0.04272699816362461,312,128,0.04272699816362461
L,520X78,-0.042714064204278354,520,178,0.042714064204278354
N,344X35,0.04270735349001437,344,266,0.04270735349001437
L,360X165,-0.0426962203895457,360,178,0.0426962203895457
N,750X198,-0.04267524004785665,750,266,0.04267524004785665
M,344X106,-0.042663663349529146,344,128,0.042663663349529146
J,520X256,0.04266175315694247,520,142,0.04266175315694247
N,312X132,-0.042651185011423294,312,266,0.042651185011423294
M,312X679,0.04261671429189799,312,128,0.04261671429189799
M,312X198,-0.0426083682090049,312,128,0.0426083682090049
M,312X99,0.04256363995383322,312,128,0.04256363995383322
O,420X117,-0.042563194476693954,420,86,0.042563194476693954
M,420X192,-0.04255809411475849,420,128,0.04255809411475849
L,750X187,-0.04254225381745587,750,178,0.04254225381745587
J,311X192,-0.042514093941623685,311,142,0.042514093941623685
N,750X573,0.04248681190840915,750,266,0.04248681190840915
N,344X65,0.042464823751800856,344,266,0.042464823751800856
L,340X46,0.04245576429358986,340,178,0.04245576429358986
N,330X465,-0.042451543160071686,330,266,0.042451543160071686
M,520X318,0.04245062864716821,520,128,0.04245062864716821
L,312X771,0.04244704625643428,312,178,0.04244704625643428
J,520X96,0.04244286423357633,520,142,0.04244286423357633
L,440AX11,0.042437850202027456,UNKNOWN,178,0.042437850202027456
N,750X149,0.04242773951026654,750,266,0.04242773951026654
N,344X66,0.04242262023217853,344,266,0.04242262023217853
N,360X710,-0.04242081063709833,360,266,0.04242081063709833
L,311X9,-0.04237991346522276,311,178,0.04237991346522276
L,330X622,0.04237766293873242,330,178,0.04237766293873242
M,340X7,0.042376406443176896,340,128,0.042376406443176896
M,420X196,-0.04237419510210007,420,128,0.04237419510210007
J,420X211,-0.04235610527362303,420,142,0.04235610527362303
J,520X257,0.04233294397056651,520,142,0.04233294397056651
J,330X415,-0.04231508601649503,330,142,0.04231508601649503
M,330X490,-0.04230269750503092,330,128,0.04230269750503092
N,344X232,-0.04229790648493944,344,266,0.04229790648493944
L,344X243,-0.04229514807456643,344,178,0.04229514807456643
J,340X177,-0.0422794110963122,340,142,0.0422794110963122
L,220X126,0.042278528222194245,220,178,0.042278528222194245
L,312X349,0.04227795208733562,312,178,0.04227795208733562
M,520X53,-0.042272148119333025,520,128,0.042272148119333025
L,312X722,0.04225656277336126,312,178,0.04225656277336126
J,420X123,0.04225541379953785,420,142,0.04225541379953785
O,360X1201,-0.042243945906750936,360,86,0.042243945906750936
N,344X117,0.04223982264557917,344,266,0.04223982264557917
J,520X108,0.0422365748617589,520,142,0.0422365748617589
L,520X330,-0.042232264311217745,520,178,0.042232264311217745
O,520X404,0.0422298463923048,520,86,0.0422298463923048
N,312X697,0.04219832331514968,312,266,0.04219832331514968
N,750X241,0.04219083145998911,750,266,0.04219083145998911
L,400X116,0.04215570144245047,400,178,0.04215570144245047
M,344X201,-0.04214718271225481,344,128,0.04214718271225481
M,330X1261,-0.042100046554150956,330,128,0.042100046554150956
L,360X573,0.04209929132241324,360,178,0.04209929132241324
N,420X123,0.04207116727033897,420,266,0.04207116727033897
N,420X81,0.04205944245744285,420,266,0.04205944245744285
N,330X159,0.04202837673990428,330,266,0.04202837673990428
M,420X195,-0.04202328577762719,420,128,0.04202328577762719
L,330X1256,0.04199354799677944,330,178,0.04199354799677944
M,360X1190,-0.04198746115041583,360,128,0.04198746115041583
L,310X179,0.04196386492751671,310,178,0.04196386492751671
L,440AX17,0.04194648420999486,UNKNOWN,178,0.04194648420999486
J,312X266,-0.04189675513936378,312,142,0.04189675513936378
J,330X81,-0.041879519437462376,330,142,0.041879519437462376
N,344X81,0.04187874860628535,344,266,0.04187874860628535
L,344X164,0.04187283569162668,344,178,0.04187283569162668
M,330X517,-0.04183841688380341,330,128,0.04183841688380341
M,360X1072,0.041827310970036446,360,128,0.041827310970036446
L,311X14,0.041808180344516895,311,178,0.041808180344516895
L,344X169,0.04180766946259475,344,178,0.04180766946259475
N,340X194,0.04179238061003366,340,266,0.04179238061003366
L,360X605,0.041774787349420486,360,178,0.041774787349420486
M,750X605,-0.041755883046583925,750,128,0.041755883046583925
O,312X335,-0.04164478593376787,312,86,0.04164478593376787
M,312X254,0.041634898510109535,312,128,0.041634898510109535
N,312X138,-0.04162117384168584,312,266,0.04162117384168584
L,750X1305,0.0416191924722659,750,178,0.0416191924722659
L,440AX16,0.04161079430191553,UNKNOWN,178,0.04161079430191553
N,330X488,-0.041608810223893365,330,266,0.041608810223893365
J,340X105,0.041574231827943106,340,142,0.041574231827943106
N,750X763,0.04155408462076946,750,266,0.04155408462076946
L,440AX64,0.04152992825242093,UNKNOWN,178,0.04152992825242093
N,330X498,-0.04152382451948416,330,266,0.04152382451948416
L,312X561,0.04151883689976018,312,178,0.04151883689976018
L,400X202,-0.04150403486555607,400,178,0.04150403486555607
M,330X1160,0.0414997006596801,330,128,0.0414997006596801
L,440AX98,0.04149624680908222,UNKNOWN,178,0.04149624680908222
N,330X224,0.041488051495589255,330,266,0.041488051495589255
N,420X33,-0.04142967636036,420,266,0.04142967636036
N,340X101,0.04142945565446649,340,266,0.04142945565446649
J,400X20,0.04142329890373689,400,142,0.04142329890373689
L,311X155,-0.04139574342855815,311,178,0.04139574342855815
L,340X28,0.04136197739600362,340,178,0.04136197739600362
N,312X791,0.04133961203970065,312,266,0.04133961203970065
J,750X285,-0.04133858631093439,750,142,0.04133858631093439
N,420X79,0.04133104175260551,420,266,0.04133104175260551
J,520X78,-0.04132344682045423,520,142,0.04132344682045423
J,340X193,0.04131723416218748,340,142,0.04131723416218748
L,440AX77,0.041304676644698335,UNKNOWN,178,0.041304676644698335
L,440AX10,0.04129335053821769,UNKNOWN,178,0.04129335053821769
J,750X1116,-0.041288463617388076,750,142,0.041288463617388076
L,310X170,0.041281954955676485,310,178,0.041281954955676485
L,440AX44,0.041257182624476134,UNKNOWN,178,0.041257182624476134
N,310X105,0.041241602444083814,310,266,0.041241602444083814
J,520X135,0.041241131641953054,520,142,0.041241131641953054
N,420X132,-0.04123958592646541,420,266,0.04123958592646541
O,344X81,0.041229847339149785,344,86,0.041229847339149785
N,420X196,0.041227191863900677,420,266,0.041227191863900677
J,520X254,0.04121634507955543,520,142,0.04121634507955543
O,312X123,-0.04118712549762596,312,86,0.04118712549762596
L,750X1006,0.04117830481973888,750,178,0.04117830481973888
N,330X300,0.04115646009952415,330,266,0.04115646009952415
L,330X91,-0.04115490477017646,330,178,0.04115490477017646
M,750X1138,0.041128363553136635,750,128,0.041128363553136635
O,340X43,-0.04111335299748518,340,86,0.04111335299748518
N,ERROR:#N/A (#3),0.04110868884976916,UNKNOWN,266,0.04110868884976916
L,311X212,-0.04108586204040114,311,178,0.04108586204040114
M,344X246,0.041040939231147044,344,128,0.041040939231147044
M,312X289,0.04102918251160818,312,128,0.04102918251160818
M,360X1094,0.04102239496160213,360,128,0.04102239496160213
L,440AX68,0.041014727356863116,UNKNOWN,178,0.041014727356863116
L,220X29,-0.04100162772326533,220,178,0.04100162772326533
N,750X1116,0.040986416079058556,750,266,0.040986416079058556
N,520X174,0.04096342428286928,520,266,0.04096342428286928
M,ERROR:#N/A_21,0.04095570376145061,UNKNOWN,128,0.04095570376145061
M,220X216,0.04091966727228396,220,128,0.04091966727228396
J,520X123,-0.040902434697635826,520,142,0.040902434697635826
L,440AX76,0.04087748403367129,UNKNOWN,178,0.04087748403367129
M,330X500,-0.040873936621773264,330,128,0.040873936621773264
N,312X144,-0.04087385916305001,312,266,0.04087385916305001
M,312X669,0.04084501627413582,312,128,0.04084501627413582
J,520X266,0.04083125975969645,520,142,0.04083125975969645
N,312X12,0.04082879505649217,312,266,0.04082879505649217
L,440AX97,0.040824741745034136,UNKNOWN,178,0.040824741745034136
L,440AX43,0.040823206790384724,UNKNOWN,178,0.040823206790384724
M,520X307,-0.040817290633773665,520,128,0.040817290633773665
O,311X134,-0.040808475762615586,311,86,0.040808475762615586
N,520X317,-0.04077028984097472,520,266,0.04077028984097472
L,440AX14,0.04076246526407394,UNKNOWN,178,0.04076246526407394
J,311X184,-0.040741316160665376,311,142,0.040741316160665376
J,311X183,-0.040741316160665376,311,142,0.040741316160665376
N,312X2,-0.04073630322247458,312,266,0.04073630322247458
L,440AX18,0.04072050948770981,UNKNOWN,178,0.04072050948770981
M,340X22,-0.04071116551369311,340,128,0.04071116551369311
L,312X703,0.04068663395455876,312,178,0.04068663395455876
J,312X524,-0.04068201968431611,312,142,0.04068201968431611
M,330X1249,0.04067218460319038,330,128,0.04067218460319038
M,330X91,-0.040628178173288565,330,128,0.040628178173288565
J,330X41,-0.04061220750832722,330,142,0.04061220750832722
N,312X676,-0.04061185843942575,312,266,0.04061185843942575
M,520X309,0.04061141420015554,520,128,0.04061141420015554
N,400X78,-0.04060687925280351,400,266,0.04060687925280351
L,330X602,-0.04060092078623775,330,178,0.04060092078623775
L,ERROR:#N/A (#2),-0.04059403192743063,UNKNOWN,178,0.04059403192743063
L,440AX13,0.040550306667468464,UNKNOWN,178,0.040550306667468464
O,312X221,-0.0405109522403541,312,86,0.0405109522403541
L,440AX94,0.0405091039914438,UNKNOWN,178,0.0405091039914438
L,312X208,-0.04050833655114357,312,178,0.04050833655114357
N,210X85,-0.04047946483913303,210,266,0.04047946483913303
L,330X609,-0.04047002485244917,330,178,0.04047002485244917
O,311X87,0.04046979406049865,311,86,0.04046979406049865
J,330X1218,-0.04043952991569571,330,142,0.04043952991569571
L,520X265,-0.040427382501735894,520,178,0.040427382501735894
O,750X131,0.04042443352094467,750,86,0.04042443352094467
L,440AX45,0.04042307376412598,UNKNOWN,178,0.04042307376412598
L,440AX95,0.04041298737547236,UNKNOWN,178,0.04041298737547236
J,360X45,0.04041222614278812,360,142,0.04041222614278812
N,330X341,0.04039786063455471,330,266,0.04039786063455471
N,750X381,0.040395087031927825,750,266,0.040395087031927825
M,330X311,0.040385742799637185,330,128,0.040385742799637185
J,330X198,0.04037413376670792,330,142,0.04037413376670792
J,344X117,0.040373528573402574,344,142,0.040373528573402574
J,400X96,0.04033663257237527,400,142,0.04033663257237527
O,750X543,-0.040311067696745126,750,86,0.040311067696745126
L,440AX99,0.04031062929641394,UNKNOWN,178,0.04031062929641394
M,312X447,0.040283987965196874,312,128,0.040283987965196874
N,312X771,-0.0402801387146181,312,266,0.0402801387146181
J,311X197,0.04027603961543469,311,142,0.04027603961543469
N,312X214,-0.04026044218202371,312,266,0.04026044218202371
N,400X215,0.04023456882695944,400,266,0.04023456882695944
M,520X232,-0.04023160051594024,520,128,0.04023160051594024
L,330X114,0.0402011963121041,330,178,0.0402011963121041
N,360X3,0.040198307730928994,360,266,0.040198307730928994
L,440AX83,0.04019483744001638,UNKNOWN,178,0.04019483744001638
J,520X27,0.040181133887596455,520,142,0.040181133887596455
L,440AX78,0.04017771424696514,UNKNOWN,178,0.04017771424696514
J,520X166,-0.04017511679016312,520,142,0.04017511679016312
J,312X51,0.04016948178270707,312,142,0.04016948178270707
N,750X337,0.04013639777228441,750,266,0.04013639777228441
O,344X246,-0.04013403338923729,344,86,0.04013403338923729
J,312X28,-0.04012731980636197,312,142,0.04012731980636197
L,440AX15,0.04011793455064871,UNKNOWN,178,0.04011793455064871
M,311X74,0.04006221448776809,311,128,0.04006221448776809
M,344X244,0.040056417004003496,344,128,0.040056417004003496
L,440AX63,0.04003955361927486,UNKNOWN,178,0.04003955361927486
J,360X198,-0.040026139538938854,360,142,0.040026139538938854
O,400X76,-0.04001005448161687,400,86,0.04001005448161687
L,330X595,-0.04000718967244765,330,178,0.04000718967244765
L,440AX89,0.040005789443940905,UNKNOWN,178,0.040005789443940905
N,312X215,0.04000280658951079,312,266,0.04000280658951079
M,520X396,0.03997979999181128,520,128,0.03997979999181128
N,360X712,-0.03997914247582038,360,266,0.03997914247582038
L,360X100,-0.039953038134073325,360,178,0.039953038134073325
L,440AX67,0.03992327803755815,UNKNOWN,178,0.03992327803755815
M,310X180,0.03991979407126919,310,128,0.03991979407126919
N,420X124,0.03991230871805457,420,266,0.03991230871805457
N,312X3,-0.03990655454605356,312,266,0.03990655454605356
L,312X636,-0.039900080967481204,312,178,0.039900080967481204
L,440AX47,0.039866092907685786,UNKNOWN,178,0.039866092907685786
M,344X194,0.039856163253704044,344,128,0.039856163253704044
L,440AX66,0.03985057292965349,UNKNOWN,178,0.03985057292965349
O,400X87,0.03985046464804647,400,86,0.03985046464804647
N,420X192,0.03981543213224703,420,266,0.03981543213224703
L,360X635,0.039809457892884835,360,178,0.039809457892884835
L,440AX115,0.03980624142051064,UNKNOWN,178,0.03980624142051064
L,440AX29,0.039784885754959545,UNKNOWN,178,0.039784885754959545
M,520X238,-0.03978273356453051,520,128,0.03978273356453051
M,312X675,0.03975072957112445,312,128,0.03975072957112445
N,420X193,0.03974717016644935,420,266,0.03974717016644935
M,312X192,0.03973620825585942,312,128,0.03973620825585942
O,750X995,0.039734742831893814,750,86,0.039734742831893814
O,210X32,0.03973356262157508,210,86,0.03973356262157508
N,312X790,0.03973257389111888,312,266,0.03973257389111888
N,340X7,0.03973062533471176,340,266,0.03973062533471176
L,311X211,0.0397087001415167,311,178,0.0397087001415167
O,400X89,0.03970811877904334,400,86,0.03970811877904334
M,340X65,-0.03970653564825695,340,128,0.03970653564825695
J,312X55,-0.0397055214100538,312,142,0.0397055214100538
L,440AX12,0.03970331732516342,UNKNOWN,178,0.03970331732516342
M,360X685,0.039694220090818924,360,128,0.039694220090818924
M,520X230,-0.03968783469217487,520,128,0.03968783469217487
L,440AX46,0.03967807408737666,UNKNOWN,178,0.03967807408737666
N,520X263,-0.03966245979693612,520,266,0.03966245979693612
N,310X188,-0.03961765898425329,310,266,0.03961765898425329
O,750X23,-0.03961511781283008,750,86,0.03961511781283008
L,440AX28,0.039600401886767445,UNKNOWN,178,0.039600401886767445
M,344X190,0.03959397227229797,344,128,0.03959397227229797
M,ERROR:#N/A_9,0.039590123338794185,UNKNOWN,128,0.039590123338794185
N,310X117,0.039588446349709504,310,266,0.039588446349709504
L,312X263,-0.03956419427205305,312,178,0.03956419427205305
N,330X1003,0.039563104331908176,330,266,0.039563104331908176
M,ERROR:#N/A_8,0.03955279566753419,UNKNOWN,128,0.03955279566753419
M,312X725,-0.03954979345208525,312,128,0.03954979345208525
L,312X169,-0.03954938853112748,312,178,0.03954938853112748
L,300X1,-0.03953207256646522,300,178,0.03953207256646522
M,312X277,0.03951976776095403,312,128,0.03951976776095403
J,420X120,0.03951588305736556,420,142,0.03951588305736556
L,440AX101,0.03951581585661797,UNKNOWN,178,0.03951581585661797
N,330X508,-0.03951348938069121,330,266,0.03951348938069121
L,312X759,0.03951314926669348,312,178,0.03951314926669348
M,750X1383,-0.03949881279461732,750,128,0.03949881279461732
M,400X141,-0.039497246691613315,400,128,0.039497246691613315
M,520X392,0.039493988376638915,520,128,0.039493988376638915
O,520X176,-0.03948167344827288,520,86,0.03948167344827288
L,400X56,-0.039479907723347626,400,178,0.039479907723347626
L,330X341,0.039475457381779405,330,178,0.039475457381779405
L,440AX48,0.03946741413054077,UNKNOWN,178,0.03946741413054077
M,312X113,0.03946292652508531,312,128,0.03946292652508531
N,750X1329,-0.0394514174201735,750,266,0.0394514174201735
J,400X187,0.03944736754613373,400,142,0.03944736754613373
M,330X594,0.0394468716641901,330,128,0.0394468716641901
N,750X510,0.039425064841316464,750,266,0.039425064841316464
M,330X550,-0.0394220416744003,330,128,0.0394220416744003
L,440AX96,0.03941876338119431,UNKNOWN,178,0.03941876338119431
L,440AX30,0.03941611388597905,UNKNOWN,178,0.03941611388597905
N,344X241,-0.03941187265196218,344,266,0.03941187265196218
O,400X36,-0.039371424597307206,400,86,0.039371424597307206
N,340X83,-0.039352894392955196,340,266,0.039352894392955196
L,312X11,0.039352261791133124,312,178,0.039352261791133124
L,440AX41,0.03934625683753754,UNKNOWN,178,0.03934625683753754
L,750X318,-0.03934421973069976,750,178,0.03934421973069976
L,360X741,-0.03934413942604337,360,178,0.03934413942604337
M,312X129,0.03934203043395143,312,128,0.03934203043395143
L,311X18,0.03933901675967103,311,178,0.03933901675967103
O,360X335,-0.039338284921967163,360,86,0.039338284921967163
L,312X261,0.03933761068197442,312,178,0.03933761068197442
N,312X436,-0.03932679675325664,312,266,0.03932679675325664
L,520X244,0.03931323794868675,520,178,0.03931323794868675
O,400X132,-0.039308982759932436,400,86,0.039308982759932436
M,ERROR:#N/A_7,0.039293529977212735,UNKNOWN,128,0.039293529977212735
O,312X269,0.03929259361980419,312,86,0.03929259361980419
N,311X130,0.039273064196635794,311,266,0.039273064196635794
N,750X294,0.03926487809687059,750,266,0.03926487809687059
L,311X208,-0.03925324728488803,311,178,0.03925324728488803
M,520X235,-0.03924481259841376,520,128,0.03924481259841376
M,330X291,0.03923670318002285,330,128,0.03923670318002285
L,311X130,0.0391923891605933,311,178,0.0391923891605933
N,310X163,-0.03917706377500836,310,266,0.03917706377500836
L,440AX69,0.03917280210388459,UNKNOWN,178,0.03917280210388459
L,440AX86,0.03916709886327853,UNKNOWN,178,0.03916709886327853
L,520X261,-0.039155817607784034,520,178,0.039155817607784034
O,360X785,-0.0391545913751613,360,86,0.0391545913751613
M,312X388,-0.039099506379024866,312,128,0.039099506379024866
N,310X109,0.03908742153435651,310,266,0.03908742153435651
L,440AX88,0.03906576084321184,UNKNOWN,178,0.03906576084321184
N,312X263,-0.039057752010603415,312,266,0.039057752010603415
L,360X653,0.039029805454141954,360,178,0.039029805454141954
L,750X3,0.03902634686787737,750,178,0.03902634686787737
L,520X305,-0.03902493367729231,520,178,0.03902493367729231
M,360X1313,-0.0390179924262125,360,128,0.0390179924262125
N,311X142,-0.0390119587465785,311,266,0.0390119587465785
N,312X131,-0.039003571499253896,312,266,0.039003571499253896
N,344X243,-0.0389863877401853,344,266,0.0389863877401853
L,330X548,0.03898213342961413,330,178,0.03898213342961413
N,312X576,-0.038980463079890226,312,266,0.038980463079890226
L,360X381,0.038975379694686944,360,178,0.038975379694686944
O,520X409,0.038967718854227465,520,86,0.038967718854227465
L,440AX38,0.03896727246498298,UNKNOWN,178,0.03896727246498298
M,520X287,-0.0389330349225286,520,128,0.0389330349225286
L,440AX26,0.03893132248005409,UNKNOWN,178,0.03893132248005409
O,400X85,0.0389002565414323,400,86,0.0389002565414323
O,750X582,-0.038880046146830397,750,86,0.038880046146830397
M,520X234,-0.03887587350873422,520,128,0.03887587350873422
J,520X255,0.038860975809493194,520,142,0.038860975809493194
L,440AX40,0.03885141836663996,UNKNOWN,178,0.03885141836663996
J,400X78,0.038835592073178764,400,142,0.038835592073178764
L,440AX8,0.03877404387386843,UNKNOWN,178,0.03877404387386843
L,440AX25,0.03876206392936665,UNKNOWN,178,0.03876206392936665
L,440AX5,0.03871309442067218,UNKNOWN,178,0.03871309442067218
L,360X176,-0.03869581949183168,360,178,0.03869581949183168
O,750X1383,0.038664508875534714,750,86,0.038664508875534714
N,750X414,0.038645093030213615,750,266,0.038645093030213615
M,520X231,-0.038613347796842605,520,128,0.038613347796842605
N,440AX210,-0.03858043642201241,UNKNOWN,266,0.03858043642201241
M,440AX210,-0.03858043642201241,UNKNOWN,128,0.03858043642201241
O,440AX210,-0.03858043642201241,UNKNOWN,86,0.03858043642201241
L,440AX72,0.03857506201102973,UNKNOWN,178,0.03857506201102973
L,440AX42,0.03856039339864809,UNKNOWN,178,0.03856039339864809
N,312X341,0.03855932267205645,312,266,0.03855932267205645
J,330X71,0.038539475427571905,330,142,0.038539475427571905
M,344X69,0.038520370604211124,344,128,0.038520370604211124
J,520X253,0.03849592614153535,520,142,0.03849592614153535
J,360X211,0.03848814530524468,360,142,0.03848814530524468
O,520X393,-0.03848379298414591,520,86,0.03848379298414591
L,312X448,-0.03847571252066103,312,178,0.03847571252066103
O,750X455,0.03847328249597554,750,86,0.03847328249597554
J,360X1245,0.03846551546490922,360,142,0.03846551546490922
L,440AX100,0.03845087237671764,UNKNOWN,178,0.03845087237671764
N,330X365,0.03844548913049536,330,266,0.03844548913049536
J,344X113,0.038430749936204864,344,142,0.038430749936204864
O,220X143,-0.03841934704858044,220,86,0.03841934704858044
J,400X196,-0.03840378485917672,400,142,0.03840378485917672
J,750X659,-0.03839764242561197,750,142,0.03839764242561197
L,440AX37,0.038396434921507704,UNKNOWN,178,0.038396434921507704
J,340X46,-0.038387214687235875,340,142,0.038387214687235875
N,312X47,-0.03838547415823805,312,266,0.03838547415823805
M,420X194,-0.03838210965584395,420,128,0.03838210965584395
L,440AX27,0.03837979607063882,UNKNOWN,178,0.03837979607063882
