feature,operation,feature_type,unit,physical_interpretation,interpretation_limit
raw__344X15,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X107,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1391,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__344__median_z,344,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
cat__Tool (#5)_11,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#2)_B,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X995,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X107,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#2)_V,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__420X71,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__311__end_day,311,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__344X83,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X84,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X112,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__400X63,400,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X130,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__360X984,360,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X86,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X131,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X133,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X134,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X135,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X128,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X136,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X137,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X139,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X140,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X141,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X92,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X142,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X129,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X135,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X37,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X140,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X35,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X34,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X113,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X115,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X228,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X116,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X202,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X117,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X118,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X119,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X12,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X160,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X127,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X156,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X141,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X157,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__520X26,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__420X90,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL_J,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
route__360_to_400__overlap,360_to_400,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__330_to_360__overlap,330_to_360,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__311_to_330__overlap,311_to_330,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
cat__TOOL (#3)_E,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
route__310_to_311__overlap,310_to_311,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__300_to_310__overlap,300_to_310,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__220_to_300__overlap,220_to_300,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__210_to_220__overlap,210_to_220,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
cat__TOOL_ID_E,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__ERROR:#N/A_9,META,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL_ID_N,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__ERROR:#N/A_16,META,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL_L,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#2)_W,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X91,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL_M,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL_N,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL_O,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X704,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#1)_B,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X696,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X69,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#1)_C,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#1)_D,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X541,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X475,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL (#3)_D,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
route__400_to_420__overlap,400_to_420,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
route__420_to_520__overlap,420_to_520,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
cat__TOOL (#3)_C,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__750__start_day,750,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__750__span_min,750,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__750__median_day,750,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__750__end_day,750,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__520__valid_rate,520,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__420__valid_rate,420,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__360__valid_rate,360,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__360__span_min,360,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__330__valid_rate,330,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__Chamber___MISSING__,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__330__span_min,330,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__OPERATION_ID_XY1,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__310__valid_rate,310,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__OPERATION_ID_XY2,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#1)_K,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#1)_T,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#2)_A,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__220__valid_rate,220,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__TOOL (#2)_C,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#2)_D,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__210__valid_rate,210,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__TOOL (#2)_E,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#3)_A,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__TOOL (#3)_B,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
route__520_to_750__overlap,520_to_750,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
cat__Tool (#1)_E,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#3)_Q,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
missing__311X111,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__520X119,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X285,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X281,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X26,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X10,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__520X24,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X103,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__520X135,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X130,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X13,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X128,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X124,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X123,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X117,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#3)_R,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__520X113,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X111,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X11,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X109,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X108,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X104,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X101,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X104,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X106,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X107,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X109,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X11,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X1,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
cat__Tool_B,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__520X34,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool_A,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#4)_A,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#4)_B,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#4)_C,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__520X99,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X98,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X94,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X89,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#4)_D,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__520X86,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X146,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__520X79,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X74,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X73,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X69,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X68,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X64,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X59,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X56,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X49,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X44,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X39,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X38,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X36,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Tool (#5)_12,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#5)_14,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
cat__Tool (#4)_E,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__311X66,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X78,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__420X90,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__520__missing_rate,520,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__420X94,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X93,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__750__missing_rate,750,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__420X92,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X91,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X89,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X68,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X88,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X87,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X86,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X85,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X71,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X70,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X95,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__440A__zero_rate,440A,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__420X96,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X97,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__440A__missing_rate,440A,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__420X98,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X99,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X1,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X101,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X102,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X104,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__420__missing_rate,420,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X106,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__420__median_z,420,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X107,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__400__median_z,400,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X108,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X69,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X67,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X109,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X159,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X198,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X197,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X189,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X188,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X187,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X160,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__210X201,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__420X66,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__210X203,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__420X157,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X156,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X141,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X140,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__210X221,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__420X200,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X201,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X202,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X208,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X209,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X210,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X212,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X228,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X30,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X31,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X33,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X34,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X35,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X36,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X37,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
